"year","race","sex","age","edclass","non_inst","inst","inst_rate","tpop"
2012,4,2,"45-49",2,181.666666666667,1.15,0.00629045491840642,182.816666666667
2012,4,2,"45-49",3,165,0.991,0.00597020320378816,165.991
2012,4,2,"45-49",4,350,0.009,2.57136245067984e-05,350.009
2012,4,2,"50-54",1,81.3333333333333,0.046,0.000565254077611842,81.3793333333333
2012,4,2,"50-54",2,189.666666666667,0.195,0.00102706356382278,189.861666666667
2012,4,2,"50-54",3,159,0.795,0.00497512437810945,159.795
2012,4,2,"50-54",4,270,0.189,0.000699510342760068,270.189
2012,4,2,"55-59",1,74,0.461,0.00619116047326789,74.461
2012,4,2,"55-59",2,226,0.443,0.00195634221415544,226.443
2012,4,2,"55-59",3,137,0.81,0.00587765764458312,137.81
2012,4,2,"55-59",4,241,0.176,0.000729757521478091,241.176
2012,4,2,"60-64",1,77,0.373,0.00482080312253629,77.373
2012,4,2,"60-64",2,157,0.588,0.00373124857222631,157.588
2012,4,2,"60-64",3,107,0.442,0.00411384747119376,107.442
2012,4,2,"60-64",4,177,0.659,0.00370935331168137,177.659
2012,4,2,"65-69",1,60.3333333333333,0.675,0.0110640622865729,61.0083333333333
2012,4,2,"65-69",2,116.666666666667,0.633,0.00539643477247733,117.299666666667
2012,4,2,"65-69",3,54,0.595,0.0108984339225204,54.595
2012,4,2,"65-69",4,131,0.219,0.00166896562235652,131.219
2013,4,1,"25-29",1,25.6666666666667,2.958,0.103337447888767,28.6246666666667
2013,4,1,"25-29",2,180.333333333333,5.989,0.0321432213350699,186.322333333333
2013,4,1,"25-29",3,220,3.28,0.0146900752418488,223.28
2013,4,1,"25-29",4,416,0.144,0.000346034065131301,416.144
2013,4,1,"30-34",1,6,4.466,0.426715077393465,10.466
2013,4,1,"30-34",2,146,5.044,0.0333942427372156,151.044
2013,4,1,"30-34",3,154,3.016,0.019208233555816,157.016
2013,4,1,"30-34",4,488,0.152,0.000311378423114112,488.152
2013,4,1,"35-39",1,20.6666666666667,1.943,0.0859366937445635,22.6096666666667
2013,4,1,"35-39",2,103.333333333333,5.144,0.0474200447405295,108.477333333333
2013,4,1,"35-39",3,163,3.25,0.0195488721804511,166.25
2013,4,1,"35-39",4,483,0.46,0.000951474785918173,483.46
2013,4,1,"40-44",1,22.6666666666667,2.071,0.0837184859795454,24.7376666666667
2013,4,1,"40-44",2,144.333333333333,3.259,0.0220810927396861,147.592333333333
2013,4,1,"40-44",3,150,3.044,0.0198897049214605,153.044
2013,4,1,"40-44",4,424,0.609,0.00143426069631119,424.609
2013,4,1,"45-49",1,46.3333333333333,2.188,0.0450935670907642,48.5213333333333
2013,4,1,"45-49",2,134.666666666667,2.936,0.021336795798531,137.602666666667
2013,4,1,"45-49",3,130,3.078,0.02312929259532,133.078
2013,4,1,"45-49",4,340,1.004,0.00294424698830512,341.004
2013,4,1,"50-54",1,36,2.125,0.0557377049180328,38.125
2013,4,1,"50-54",2,174,2.761,0.0156199614168284,176.761
2013,4,1,"50-54",3,142,2.183,0.0151404811940381,144.183
2013,4,1,"50-54",4,306,0.699,0.00227910752888011,306.699
2013,4,1,"55-59",1,37.3333333333333,1.046,0.0272542514200351,38.3793333333333
2013,4,1,"55-59",2,154.666666666667,2.619,0.0166512311992828,157.285666666667
2013,4,1,"55-59",3,127,2.418,0.0186836452425474,129.418
2013,4,1,"55-59",4,269,0.235,0.000872843426746151,269.235
2013,4,1,"60-64",1,43.6666666666667,0.811,0.0182338701820389,44.4776666666667
2013,4,1,"60-64",2,116.333333333333,0.638,0.00545432784100948,116.971333333333
2013,4,1,"60-64",3,113,1.031,0.00904140102252896,114.031
2013,4,1,"60-64",4,156,0.461,0.00294642115287516,156.461
2013,4,1,"65-69",1,35,0.729,0.0204035937193876,35.729
2013,4,1,"65-69",2,89,1.508,0.0166615105846997,90.508
2013,4,1,"65-69",3,75,0.875,0.0115321252059308,75.875
2013,4,1,"65-69",4,149,0.716,0.0047823879879238,149.716
2013,4,2,"25-29",1,24.3333333333333,1.073,0.0422335638095488,25.4063333333333
2013,4,2,"25-29",2,121.666666666667,0.415,0.00339936381384046,122.081666666667
2013,4,2,"25-29",3,242,0.442,0.00182311645671955,242.442
2013,4,2,"25-29",4,517,NA,NA,NA
2013,4,2,"30-34",1,25,0.44,0.0172955974842767,25.44
2013,4,2,"30-34",2,151,0.475,0.00313583099521373,151.475
2013,4,2,"30-34",3,148,0.431,0.00290370609913024,148.431
2013,4,2,"30-34",4,552,0.18,0.00032598065848093,552.18
2013,4,2,"35-39",1,43,0.591,0.0135578445091877,43.591
2013,4,2,"35-39",2,133,0.666,0.00498256849161343,133.666
2013,4,2,"35-39",3,187,1.233,0.00655039233290656,188.233
2013,4,2,"35-39",4,507,0.059,0.000116357268089118,507.059
2013,4,2,"40-44",1,24,0.721,0.0291654868330569,24.721
2013,4,2,"40-44",2,147,0.561,0.00380181755341859,147.561
2013,4,2,"40-44",3,185,0.931,0.00500723386632676,185.931
2013,4,2,"40-44",4,462,NA,NA,NA
2013,4,2,"45-49",1,44,0.365,0.00822720613095909,44.365
2013,4,2,"45-49",2,195,0.569,0.00290945906559833,195.569
2013,4,2,"45-49",3,137,0.262,0.00190875843277819,137.262
2013,4,2,"45-49",4,354,0.218,0.000615440209136746,354.218
2013,4,2,"50-54",1,98.6666666666667,0.537,0.00541310637039626,99.2036666666667
2013,4,2,"50-54",2,192.333333333333,0.181,0.00094018973479031,192.514333333333
2013,4,2,"50-54",3,196,0.499,0.00253945312698792,196.499
2013,4,2,"50-54",4,275,0.149,0.000541524773849805,275.149
2013,4,2,"55-59",1,53,0.218,0.00409635837498591,53.218
2013,4,2,"55-59",2,231,0.593,0.00256052644078189,231.593
2013,4,2,"55-59",3,130,0.771,0.0058958025862003,130.771
2013,4,2,"55-59",4,247,NA,NA,NA
2013,4,2,"60-64",1,70.6666666666667,0.314,0.00442373979769139,70.9806666666667
2013,4,2,"60-64",2,170.333333333333,1.038,0.00605702237246992,171.371333333333
2013,4,2,"60-64",3,122,0.56,0.00456919060052219,122.56
2013,4,2,"60-64",4,203,0.222,0.00109240141323282,203.222
2013,4,2,"65-69",1,74.3333333333333,0.751,0.0100020865426876,75.0843333333333
2013,4,2,"65-69",2,136.666666666667,0.485,0.00353623117959437,137.151666666667
2013,4,2,"65-69",3,60,0.429,0.00709924043091893,60.429
2013,4,2,"65-69",4,134,0.501,0.00372487936892662,134.501
2014,4,1,"25-29",1,0,4.792,NA,4.792
2014,4,1,"25-29",2,178,5.859,0.0318668109801533,183.859
2014,4,1,"25-29",3,192,3.563,0.0182191927920926,195.563
2014,4,1,"25-29",4,422,0.453,0.00107230863551685,422.453
2014,4,1,"30-34",1,24,2.344,0.0889766170665047,26.344
2014,4,1,"30-34",2,124,8.032,0.0608337372758119,132.032
2014,4,1,"30-34",3,181,4.101,0.0221554718775155,185.101
2014,4,1,"30-34",4,515,0.5,0.000969932104752667,515.5
2014,4,1,"35-39",1,20.3333333333333,3.099,0.132253154473164,23.4323333333333
2014,4,1,"35-39",2,182.666666666667,5.77,0.0306203675859263,188.436666666667
2014,4,1,"35-39",3,128,3.836,0.0290967565763524,131.836
2014,4,1,"35-39",4,434,0.429,0.000987503136300753,434.429
2014,4,1,"40-44",1,21.6666666666667,3.24,0.130085653104925,24.9066666666667
2014,4,1,"40-44",2,153.333333333333,3.134,0.0200297399670219,156.467333333333
2014,4,1,"40-44",3,191,3.511,0.0180503930368977,194.511
2014,4,1,"40-44",4,409,0.328,0.000801313372161201,409.328
2014,4,1,"45-49",1,63.3333333333333,3.117,0.0469072139091351,66.4503333333333
2014,4,1,"45-49",2,177.666666666667,3.625,0.0199954033555504,181.291666666667
2014,4,1,"45-49",3,105,3.079,0.0284884205072216,108.079
2014,4,1,"45-49",4,382,0.303,0.000792565059651638,382.303
2014,4,1,"50-54",1,30.3333333333333,2.974,0.0892896459238206,33.3073333333333
2014,4,1,"50-54",2,144.666666666667,2.85,0.0193198508643091,147.516666666667
2014,4,1,"50-54",3,140,1.591,0.0112365898962505,141.591
2014,4,1,"50-54",4,349,0.8,0.00228702115494568,349.8
2014,4,1,"55-59",1,59,1.527,0.025228410461447,60.527
2014,4,1,"55-59",2,161,2.557,0.0156336934524355,163.557
2014,4,1,"55-59",3,116,2.217,0.0187536479524941,118.217
2014,4,1,"55-59",4,243,0.862,0.00353478606753,243.862
2014,4,1,"60-64",1,46.6666666666667,0.872,0.0183429629214113,47.5386666666667
2014,4,1,"60-64",2,139.333333333333,0.679,0.00484957277573166,140.012333333333
2014,4,1,"60-64",3,143,2.304,0.0158564113857843,145.304
2014,4,1,"60-64",4,184,0.437,0.00236937273974311,184.437
2014,4,1,"65-69",1,25.6666666666667,0.402,0.0154208117024269,26.0686666666667
2014,4,1,"65-69",2,91.3333333333333,1.204,0.0130109649438785,92.5373333333333
2014,4,1,"65-69",3,91,0.891,0.00969627058144976,91.891
2014,4,1,"65-69",4,165,1.132,0.00681385885922038,166.132
2014,4,2,"25-29",1,13.3333333333333,0.615,0.0440912892818736,13.9483333333333
2014,4,2,"25-29",2,160.666666666667,0.752,0.0046586929227516,161.418666666667
2014,4,2,"25-29",3,200,1.09,0.00542045850116863,201.09
2014,4,2,"25-29",4,535,NA,NA,NA
2014,4,2,"30-34",1,60.3333333333333,0.671,0.0109992186347418,61.0043333333333
2014,4,2,"30-34",2,144.666666666667,0.59,0.00406177570736857,145.256666666667
2014,4,2,"30-34",3,176,1.169,0.00659821977885522,177.169
2014,4,2,"30-34",4,556,0.004,7.19419284753347e-06,556.004
2014,4,2,"35-39",1,64,0.736,0.0113692535837865,64.736
2014,4,2,"35-39",2,135,0.67,0.00493845360064863,135.67
2014,4,2,"35-39",3,140,0.839,0.00595715675345607,140.839
2014,4,2,"35-39",4,532,NA,NA,NA
2014,4,2,"40-44",1,54.6666666666667,0.683,0.0123397310432463,55.3496666666667
2014,4,2,"40-44",2,188.333333333333,0.872,0.00460874957717894,189.205333333333
2014,4,2,"40-44",3,186,0.704,0.00377067443654126,186.704
2014,4,2,"40-44",4,447,NA,NA,NA
2014,4,2,"45-49",1,37,0.805,0.0212934796984526,37.805
2014,4,2,"45-49",2,206,1.087,0.00524900162733537,207.087
2014,4,2,"45-49",3,168,0.502,0.00297919312530415,168.502
2014,4,2,"45-49",4,346,NA,NA,NA
2014,4,2,"50-54",1,77.3333333333333,0.276,0.00355627330046214,77.6093333333333
2014,4,2,"50-54",2,212.666666666667,0.309,0.0014508699741911,212.975666666667
2014,4,2,"50-54",3,146,0.854,0.00581529954921214,146.854
2014,4,2,"50-54",4,327,NA,NA,NA
2014,4,2,"55-59",1,85,0.456,0.00533607938588279,85.456
2014,4,2,"55-59",2,197,0.196,0.000993934968254934,197.196
2014,4,2,"55-59",3,131,0.442,0.00336269989805389,131.442
2014,4,2,"55-59",4,253,0.327,0.00129082174422782,253.327
2014,4,2,"60-64",1,63,0.666,0.0104608425219112,63.666
2014,4,2,"60-64",2,218,1.127,0.00514313617217413,219.127
2014,4,2,"60-64",3,98,0.529,0.00536897766139918,98.529
2014,4,2,"60-64",4,235,0.063,0.000268013256020726,235.063
2014,4,2,"65-69",1,92.6666666666667,1.271,0.0135302487819937,93.9376666666667
2014,4,2,"65-69",2,154.333333333333,0.437,0.00282353853343987,154.770333333333
2014,4,2,"65-69",3,104,0.553,0.00528918347632301,104.553
2014,4,2,"65-69",4,146,0.165,0.00112886121848596,146.165
2015,4,1,"25-29",1,28,4.594,0.140946186414678,32.594
2015,4,1,"25-29",2,167,6.489,0.0374029477373205,173.489
2015,4,1,"25-29",3,196,3.185,0.015990159901599,199.185
2015,4,1,"25-29",4,508,0.324,0.000637388752055775,508.324
2015,4,1,"30-34",1,38.6666666666667,3.738,0.0881506752401465,42.4046666666667
2015,4,1,"30-34",2,176.333333333333,6.175,0.0338340715035843,182.508333333333
2015,4,1,"30-34",3,149,3.686,0.0241410476402552,152.686
2015,4,1,"30-34",4,504,0.108,0.000214239805755909,504.108
2015,4,1,"35-39",1,0,2.806,NA,2.806
2015,4,1,"35-39",2,134,4.426,0.0319737621545085,138.426
2015,4,1,"35-39",3,149,3.791,0.0248116708444869,152.791
2015,4,1,"35-39",4,508,0.29,0.000570540439512876,508.29
2015,4,1,"40-44",1,38.3333333333333,3.131,0.075510679861407,41.4643333333333
2015,4,1,"40-44",2,156.666666666667,3.929,0.0244651682174903,160.595666666667
2015,4,1,"40-44",3,135,3.774,0.0271952959488089,138.774
2015,4,1,"40-44",4,459,0.749,0.00162914981870542,459.749
2015,4,1,"45-49",1,38.6666666666667,2.068,0.050767568983012,40.7346666666667
2015,4,1,"45-49",2,167.333333333333,2.916,0.0171278203732565,170.249333333333
2015,4,1,"45-49",3,150,3.328,0.0217051027861839,153.328
2015,4,1,"45-49",4,380,0.602,0.00158170477296493,380.602
2015,4,1,"50-54",1,50.3333333333333,2.854,0.0536593925872075,53.1873333333333
2015,4,1,"50-54",2,152.666666666667,3.655,0.0233812757881718,156.321666666667
2015,4,1,"50-54",3,142,2.455,0.0169949119102835,144.455
2015,4,1,"50-54",4,333,0.326,0.000978021516473362,333.326
2015,4,1,"55-59",1,68.6666666666667,1.909,0.0270489828883421,70.5756666666667
2015,4,1,"55-59",2,140.333333333333,2.891,0.0201851175196021,143.224333333333
2015,4,1,"55-59",3,117,1.405,0.0118660529538449,118.405
2015,4,1,"55-59",4,280,0.526,0.00187504901506456,280.526
2015,4,1,"60-64",1,44.3333333333333,0.959,0.0211735613827211,45.2923333333333
2015,4,1,"60-64",2,155.666666666667,1.774,0.0112677368405452,157.440666666667
2015,4,1,"60-64",3,117,1.379,0.0116490255873086,118.379
2015,4,1,"60-64",4,231,0.094,0.000406760885180922,231.094
2015,4,1,"65-69",1,60.6666666666667,0.924,0.0150022730716775,61.5906666666667
2015,4,1,"65-69",2,100.333333333333,0.549,0.00544198356501138,100.882333333333
2015,4,1,"65-69",3,98,1.147,0.0115686808476303,99.147
2015,4,1,"65-69",4,181,0.669,0.00368252150889805,181.669
2015,4,2,"25-29",1,47.3333333333333,0.19,0.00399803605246546,47.5233333333333
2015,4,2,"25-29",2,169.666666666667,1.38,0.00806797365241455,171.046666666667
2015,4,2,"25-29",3,163,0.707,0.00431869132046889,163.707
2015,4,2,"25-29",4,571,NA,NA,NA
2015,4,2,"30-34",1,23.3333333333333,0.89,0.0367414338791799,24.2233333333333
2015,4,2,"30-34",2,118.666666666667,0.93,0.00777613645865269,119.596666666667
2015,4,2,"30-34",3,217,1.108,0.00508005208428852,218.108
2015,4,2,"30-34",4,609,NA,NA,NA
2015,4,2,"35-39",1,41.3333333333333,0.503,0.0120230421722745,41.8363333333333
2015,4,2,"35-39",2,132.666666666667,1.003,0.00750357223902706,133.669666666667
2015,4,2,"35-39",3,219,0.819,0.00372579258389857,219.819
2015,4,2,"35-39",4,527,NA,NA,NA
2015,4,2,"40-44",1,51,1.063,0.0204175710197261,52.063
2015,4,2,"40-44",2,157,0.42,0.00266802185236946,157.42
2015,4,2,"40-44",3,197,0.65,0.00328864153807235,197.65
2015,4,2,"40-44",4,492,NA,NA,NA
2015,4,2,"45-49",1,46,0.246,0.00531937897331661,46.246
2015,4,2,"45-49",2,178,0.37,0.00207433985535684,178.37
2015,4,2,"45-49",3,157,0.817,0.00517688208494649,157.817
2015,4,2,"45-49",4,406,NA,NA,NA
2015,4,2,"50-54",1,64.6666666666667,0.251,0.00386643594707142,64.9176666666667
2015,4,2,"50-54",2,217.333333333333,0.612,0.00280804360726543,217.945333333333
2015,4,2,"50-54",3,153,0.19,0.00124028983615118,153.19
2015,4,2,"50-54",4,356,1.131,0.00316690514125069,357.131
2015,4,2,"55-59",1,118,0.142,0.00120194342401517,118.142
2015,4,2,"55-59",2,184,0.5,0.002710027100271,184.5
2015,4,2,"55-59",3,139,0.625,0.0044762757385855,139.625
2015,4,2,"55-59",4,262,NA,NA,NA
2015,4,2,"60-64",1,97.6666666666667,0.153,0.00156410265147772,97.8196666666667
2015,4,2,"60-64",2,169.333333333333,0.547,0.00321991362547362,169.880333333333
2015,4,2,"60-64",3,133,0.053,0.000398337504603429,133.053
2015,4,2,"60-64",4,238,0.858,0.00359209237287426,238.858
2015,4,2,"65-69",1,97.3333333333333,0.555,0.0056697257078644,97.8883333333333
2015,4,2,"65-69",2,132.666666666667,0.835,0.00625460356300171,133.501666666667
2015,4,2,"65-69",3,72,1.224,0.0167158308751229,73.224
2015,4,2,"65-69",4,173,0.136,0.000785509657148138,173.136
2016,4,1,"25-29",1,18.3333333333333,4.196,0.186246079185654,22.5293333333333
2016,4,1,"25-29",2,190.666666666667,5.262,0.0268567131575097,195.928666666667
2016,4,1,"25-29",3,240,3.124,0.0128494101775226,243.124
2016,4,1,"25-29",4,472,0.314,0.000664811968309218,472.314
2016,4,1,"30-34",1,10.6666666666667,4.606,0.301584530097342,15.2726666666667
2016,4,1,"30-34",2,211.333333333333,6.038,0.0277773518127199,217.371333333333
2016,4,1,"30-34",3,152,3.887,0.0249347283609281,155.887
2016,4,1,"30-34",4,581,0.207,0.000356155380096936,581.207
2016,4,1,"35-39",1,7.66666666666667,3.247,0.297516874866376,10.9136666666667
2016,4,1,"35-39",2,114.333333333333,4.831,0.0405406539428744,119.164333333333
2016,4,1,"35-39",3,186,3.653,0.0192614933589239,189.653
2016,4,1,"35-39",4,561,0.245,0.000436529501376404,561.245
2016,4,1,"40-44",1,12.3333333333333,1.945,0.13622038052994,14.2783333333333
2016,4,1,"40-44",2,149.666666666667,4.306,0.0279660026238423,153.972666666667
2016,4,1,"40-44",3,132,2.919,0.0216352033442288,134.919
2016,4,1,"40-44",4,489,0.68,0.00138866198333606,489.68
2016,4,1,"45-49",1,39.6666666666667,1.483,0.0360391740718839,41.1496666666667
2016,4,1,"45-49",2,134.333333333333,3.845,0.0278263596560001,138.178333333333
2016,4,1,"45-49",3,120,3.617,0.0292597296488347,123.617
2016,4,1,"45-49",4,377,0.37,0.000980470095662082,377.37
2016,4,1,"50-54",1,64.3333333333333,1.314,0.0200160453331438,65.6473333333333
2016,4,1,"50-54",2,167.666666666667,3.446,0.0201387779591614,171.112666666667
2016,4,1,"50-54",3,166,3.103,0.0183497631620965,169.103
2016,4,1,"50-54",4,283,0.608,0.00214380412400214,283.608
2016,4,1,"55-59",1,64.6666666666667,1.681,0.0253362338791116,66.3476666666667
2016,4,1,"55-59",2,166.333333333333,1.662,0.00989313195207803,167.995333333333
2016,4,1,"55-59",3,154,2.44,0.0155970340066479,156.44
2016,4,1,"55-59",4,288,0.846,0.00292889636692217,288.846
2016,4,1,"60-64",1,67.3333333333333,1.063,0.0155417688082694,68.3963333333333
2016,4,1,"60-64",2,134.666666666667,0.688,0.00508294259033059,135.354666666667
2016,4,1,"60-64",3,93,1.065,0.0113219582203795,94.065
2016,4,1,"60-64",4,247,0.441,0.00178224303975493,247.441
2016,4,1,"65-69",1,69,1.122,0.0160006845212629,70.122
2016,4,1,"65-69",2,140,1.6,0.0112994350282486,141.6
2016,4,1,"65-69",3,79,0.798,0.0100002506328479,79.798
2016,4,1,"65-69",4,206,0.683,0.00330457754145237,206.683
2016,4,2,"25-29",1,31,0.606,0.019173574637727,31.606
2016,4,2,"25-29",2,136,1.124,0.00819696041539045,137.124
2016,4,2,"25-29",3,230,0.78,0.00337984227402721,230.78
2016,4,2,"25-29",4,616,NA,NA,NA
2016,4,2,"30-34",1,30,0.427,0.0140335885890821,30.427
2016,4,2,"30-34",2,158,1.099,0.00690764869672342,159.099
2016,4,2,"30-34",3,212,0.845,0.0039700251356621,212.845
2016,4,2,"30-34",4,615,NA,NA,NA
2016,4,2,"35-39",1,13,0.366,0.0273829118659285,13.366
2016,4,2,"35-39",2,145,0.84,0.00575973669775096,145.84
2016,4,2,"35-39",3,145,1.454,0.00992803201005094,146.454
2016,4,2,"35-39",4,574,0.017,2.96158476142693e-05,574.017
2016,4,2,"40-44",1,40.3333333333333,0.518,0.012680124679733,40.8513333333333
2016,4,2,"40-44",2,135.666666666667,0.479,0.003518290458504,136.145666666667
2016,4,2,"40-44",3,188,0.875,0.00463269358041032,188.875
2016,4,2,"40-44",4,552,0.09,0.000163016899418573,552.09
2016,4,2,"45-49",1,56,0.411,0.00728581305064615,56.411
2016,4,2,"45-49",2,164,0.176,0.00107202027092876,164.176
2016,4,2,"45-49",3,186,0.55,0.00294827124095417,186.55
2016,4,2,"45-49",4,415,0.096,0.000231271802185519,415.096
2016,4,2,"50-54",1,67,0.578,0.00855307940453994,67.578
2016,4,2,"50-54",2,225,0.456,0.00202256759633809,225.456
2016,4,2,"50-54",3,191,0.478,0.00249637034019574,191.478
2016,4,2,"50-54",4,319,NA,NA,NA
2016,4,2,"55-59",1,90.6666666666667,0.632,0.00692233548500161,91.2986666666667
2016,4,2,"55-59",2,193.333333333333,0.944,0.00485903313476268,194.277333333333
2016,4,2,"55-59",3,157,1.044,0.00660575535926704,158.044
2016,4,2,"55-59",4,293,0.04,0.000136500136500136,293.04
2016,4,2,"60-64",1,90.6666666666667,0.104,0.00114574458709128,90.7706666666667
2016,4,2,"60-64",2,177.333333333333,0.186,0.00104777320028992,177.519333333333
2016,4,2,"60-64",3,141,0.662,0.00467309511372139,141.662
2016,4,2,"60-64",4,260,0.304,0.00116786526522835,260.304
2016,4,2,"65-69",1,93,0.734,0.00783066976764034,93.734
2016,4,2,"65-69",2,143,1.313,0.0090982794342852,144.313
2016,4,2,"65-69",3,97,0.589,0.00603551629794342,97.589
2016,4,2,"65-69",4,187,0.288,0.00153773866985605,187.288
2017,4,1,"25-29",1,16,4.028,0.201118434192131,20.028
2017,4,1,"25-29",2,137,5.485,0.0384952802049339,142.485
2017,4,1,"25-29",3,280,2.828,0.00999900999901,282.828
2017,4,1,"25-29",4,563,NA,NA,NA
2017,4,1,"30-34",1,20.3333333333333,3.661,0.152577691955045,23.9943333333333
2017,4,1,"30-34",2,175.666666666667,5.546,0.0306049246005614,181.212666666667
2017,4,1,"30-34",3,178,3.926,0.0215802029396568,181.926
2017,4,1,"30-34",4,561,0.587,0.00104525211587875,561.587
2017,4,1,"35-39",1,28.6666666666667,2.727,0.0868646542296217,31.3936666666667
2017,4,1,"35-39",2,152.333333333333,4.719,0.030047309071074,157.052333333333
2017,4,1,"35-39",3,149,3.452,0.0226431926114449,152.452
2017,4,1,"35-39",4,482,0.64,0.00132604011271341,482.64
2017,4,1,"40-44",1,20,1.75,0.0804597701149425,21.75
2017,4,1,"40-44",2,144,4.435,0.0298783979519655,148.435
2017,4,1,"40-44",3,130,3.754,0.0280664503491484,133.754
2017,4,1,"40-44",4,534,1.07,0.00199973835199133,535.07
2017,4,1,"45-49",1,15.3333333333333,2.788,0.153851813700243,18.1213333333333
2017,4,1,"45-49",2,196.666666666667,4.837,0.0240045259722321,201.503666666667
2017,4,1,"45-49",3,132,3.673,0.027072446249438,135.673
2017,4,1,"45-49",4,430,0.787,0.00182688892654607,430.787
2017,4,1,"50-54",1,54.6666666666667,1.153,0.0206558023157907,55.8196666666667
2017,4,1,"50-54",2,172.333333333333,2.975,0.0169701002994724,175.308333333333
2017,4,1,"50-54",3,125,2.155,0.0169478195902639,127.155
2017,4,1,"50-54",4,324,0.287,0.000885018517547728,324.287
2017,4,1,"55-59",1,47,1.613,0.0331804249892004,48.613
2017,4,1,"55-59",2,204,2.616,0.0126611685445464,206.616
2017,4,1,"55-59",3,156,2.412,0.0152261192333914,158.412
2017,4,1,"55-59",4,305,0.582,0.00190456244150506,305.582
2017,4,1,"60-64",1,68,0.623,0.00907858881133148,68.623
2017,4,1,"60-64",2,132,1.941,0.0144914551929581,133.941
2017,4,1,"60-64",3,93,1.159,0.0123089667477352,94.159
2017,4,1,"60-64",4,222,0.343,0.00154266156344027,222.343
2017,4,1,"65-69",1,53.3333333333333,1.003,0.0184591034850836,54.3363333333333
2017,4,1,"65-69",2,129.666666666667,0.837,0.00641361289976527,130.503666666667
2017,4,1,"65-69",3,90,1.36,0.0148861646234676,91.36
2017,4,1,"65-69",4,187,0.79,0.00420682677458864,187.79
2017,4,2,"25-29",1,50.3333333333333,0.901,0.0175858636461227,51.2343333333333
2017,4,2,"25-29",2,192.666666666667,1.196,0.00616931573553787,193.862666666667
2017,4,2,"25-29",3,214,0.033,0.000154181831773605,214.033
2017,4,2,"25-29",4,634,0.006,9.46363283628231e-06,634.006
2017,4,2,"30-34",1,44,0.279,0.00630095530612706,44.279
2017,4,2,"30-34",2,186,0.857,0.00458639494372702,186.857
2017,4,2,"30-34",3,188,0.265,0.00140759036464558,188.265
2017,4,2,"30-34",4,628,0.234,0.000372472677378174,628.234
2017,4,2,"35-39",1,31.6666666666667,0.556,0.0172549344146977,32.2226666666667
2017,4,2,"35-39",2,124.333333333333,0.991,0.00790748271817391,125.324333333333
2017,4,2,"35-39",3,178,1.015,0.00566991592883278,179.015
2017,4,2,"35-39",4,636,0.079,0.000124198409317082,636.079
2017,4,2,"40-44",1,37.6666666666667,0.07,0.00185495980920413,37.7366666666667
2017,4,2,"40-44",2,146.333333333333,0.149,0.00101718751066682,146.482333333333
2017,4,2,"40-44",3,153,0.676,0.0043988651448502,153.676
2017,4,2,"40-44",4,543,0.473,0.000870328424779152,543.473
2017,4,2,"45-49",1,39.3333333333333,0.338,0.00852000604970844,39.6713333333333
2017,4,2,"45-49",2,195.666666666667,0.49,0.00249800329668462,196.156666666667
2017,4,2,"45-49",3,174,0.637,0.0036475660942412,174.637
2017,4,2,"45-49",4,447,0.058,0.000129737081094623,447.058
2017,4,2,"50-54",1,35.6666666666667,0.097,0.00271224986252342,35.7636666666667
2017,4,2,"50-54",2,224.333333333333,0.308,0.00137107448317614,224.641333333333
2017,4,2,"50-54",3,178,0.468,0.00262231884707623,178.468
2017,4,2,"50-54",4,348,0.19,0.00054567908325914,348.19
2017,4,2,"55-59",1,86.3333333333333,0.321,0.00370437331466401,86.6543333333333
2017,4,2,"55-59",2,170.666666666667,0.766,0.00446822659236474,171.432666666667
2017,4,2,"55-59",3,148,0.631,0.00424541313723248,148.631
2017,4,2,"55-59",4,290,0.044,0.000151701121209196,290.044
2017,4,2,"60-64",1,68,0.243,0.00356080477118532,68.243
2017,4,2,"60-64",2,191,0.398,0.00207943656673528,191.398
2017,4,2,"60-64",3,163,0.616,0.003764912966947,163.616
2017,4,2,"60-64",4,246,0.551,0.00223483173866665,246.551
2017,4,2,"65-69",1,71,0.799,0.0111282886948286,71.799
2017,4,2,"65-69",2,156,0.53,0.00338593240912285,156.53
2017,4,2,"65-69",3,76,0.564,0.00736638629120736,76.564
2017,4,2,"65-69",4,193,0.291,0.00150550206683188,193.291
2018,4,1,"25-29",1,37.6666666666667,2.356,0.0588666422360662,40.0226666666667
2018,4,1,"25-29",2,182.333333333333,5.891,0.03129775994248,188.224333333333
2018,4,1,"25-29",3,217,3.864,0.0174949290060852,220.864
2018,4,1,"25-29",4,612,0.211,0.000344652415588743,612.211
2018,4,1,"30-34",1,10,3.132,0.238501370697533,13.132
2018,4,1,"30-34",2,170,5.35,0.0305104077559167,175.35
2018,4,1,"30-34",3,142,3.699,0.0253879573641549,145.699
2018,4,1,"30-34",4,637,0.275,0.000431524851908517,637.275
2018,4,1,"35-39",1,12.6666666666667,3.131,0.198193826092461,15.7976666666667
2018,4,1,"35-39",2,145.333333333333,4.855,0.0323260794779888,150.188333333333
2018,4,1,"35-39",3,169,4.65,0.026778001727613,173.65
2018,4,1,"35-39",4,561,1.297,0.00230661020777276,562.297
2018,4,1,"40-44",1,46,3.15,0.064089521871821,49.15
2018,4,1,"40-44",2,142,4.999,0.0340070340614562,146.999
2018,4,1,"40-44",3,155,3.771,0.0237511888191168,158.771
2018,4,1,"40-44",4,536,1.037,0.00193096565041142,537.037
