"year","race","sex","age","educ","tpop_2"
2000,3,2,"60-64",3,1704
2000,3,2,"60-64",4,1729
2000,3,2,"65-69",0,4
2000,3,2,"65-69",1,525
2000,3,2,"65-69",2,1852
2000,3,2,"65-69",3,1169
2000,3,2,"65-69",4,966
2000,3,2,"70-74",0,14
2000,3,2,"70-74",1,507
2000,3,2,"70-74",2,1632
2000,3,2,"70-74",3,841
2000,3,2,"70-74",4,653
2001,3,1,"25-29",0,43
2001,3,1,"25-29",1,740
2001,3,1,"25-29",2,586
2001,3,1,"25-29",3,354
2001,3,1,"25-29",4,154
2001,3,1,"30-34",0,24
2001,3,1,"30-34",1,642
2001,3,1,"30-34",2,502
2001,3,1,"30-34",3,302
2001,3,1,"30-34",4,172
2001,3,1,"35-39",0,22
2001,3,1,"35-39",1,639
2001,3,1,"35-39",2,458
2001,3,1,"35-39",3,233
2001,3,1,"35-39",4,167
2001,3,1,"40-44",0,28
2001,3,1,"40-44",1,482
2001,3,1,"40-44",2,339
2001,3,1,"40-44",3,184
2001,3,1,"40-44",4,163
2001,3,1,"45-49",0,22
2001,3,1,"45-49",1,368
2001,3,1,"45-49",2,224
2001,3,1,"45-49",3,187
2001,3,1,"45-49",4,123
2001,3,1,"50-54",0,27
2001,3,1,"50-54",1,284
2001,3,1,"50-54",2,145
2001,3,1,"50-54",3,129
2001,3,1,"50-54",4,102
2001,3,1,"55-59",0,15
2001,3,1,"55-59",1,179
2001,3,1,"55-59",2,132
2001,3,1,"55-59",3,80
2001,3,1,"55-59",4,51
2001,3,1,"60-64",0,10
2001,3,1,"60-64",1,201
2001,3,1,"60-64",2,95
2001,3,1,"60-64",3,53
2001,3,1,"60-64",4,32
2001,3,1,"65-69",0,20
2001,3,1,"65-69",1,144
2001,3,1,"65-69",2,49
2001,3,1,"65-69",3,41
2001,3,1,"65-69",4,24
2001,3,1,"70-74",0,21
2001,3,1,"70-74",1,102
2001,3,1,"70-74",2,54
2001,3,1,"70-74",3,18
2001,3,1,"70-74",4,14
2001,3,2,"25-29",0,8
2001,3,2,"25-29",1,501
2001,3,2,"25-29",2,475
2001,3,2,"25-29",3,368
2001,3,2,"25-29",4,206
2001,3,2,"30-34",0,15
2001,3,2,"30-34",1,543
2001,3,2,"30-34",2,447
2001,3,2,"30-34",3,328
2001,3,2,"30-34",4,206
2001,3,2,"35-39",0,15
2001,3,2,"35-39",1,497
2001,3,2,"35-39",2,375
2001,3,2,"35-39",3,306
2001,3,2,"35-39",4,176
2001,3,2,"40-44",0,20
2001,3,2,"40-44",1,429
2001,3,2,"40-44",2,351
2001,3,2,"40-44",3,238
2001,3,2,"40-44",4,155
2001,3,2,"45-49",0,16
2001,3,2,"45-49",1,356
2001,3,2,"45-49",2,248
2001,3,2,"45-49",3,206
2001,3,2,"45-49",4,98
2001,3,2,"50-54",0,17
2001,3,2,"50-54",1,279
2001,3,2,"50-54",2,221
2001,3,2,"50-54",3,127
2001,3,2,"50-54",4,89
2001,3,2,"55-59",0,16
2001,3,2,"55-59",1,263
2001,3,2,"55-59",2,129
2001,3,2,"55-59",3,61
2001,3,2,"55-59",4,49
2001,3,2,"60-64",0,20
2001,3,2,"60-64",1,210
2001,3,2,"60-64",2,101
2001,3,2,"60-64",3,40
2001,3,2,"60-64",4,32
2001,3,2,"65-69",0,41
2001,3,2,"65-69",1,181
2001,3,2,"65-69",2,94
2001,3,2,"65-69",3,34
2001,3,2,"65-69",4,16
2001,3,2,"70-74",0,23
2001,3,2,"70-74",1,156
2001,3,2,"70-74",2,53
2001,3,2,"70-74",3,23
2001,3,2,"70-74",4,10
2002,3,1,"25-29",0,30
2002,3,1,"25-29",1,740
2002,3,1,"25-29",2,616
2002,3,1,"25-29",3,387
2002,3,1,"25-29",4,160
2002,3,1,"30-34",0,28
2002,3,1,"30-34",1,776
2002,3,1,"30-34",2,488
2002,3,1,"30-34",3,321
2002,3,1,"30-34",4,180
2002,3,1,"35-39",0,24
2002,3,1,"35-39",1,643
2002,3,1,"35-39",2,412
2002,3,1,"35-39",3,301
2002,3,1,"35-39",4,180
2002,3,1,"40-44",0,23
2002,3,1,"40-44",1,481
2002,3,1,"40-44",2,375
2002,3,1,"40-44",3,231
2002,3,1,"40-44",4,168
2002,3,1,"45-49",0,23
2002,3,1,"45-49",1,357
2002,3,1,"45-49",2,263
2002,3,1,"45-49",3,145
2002,3,1,"45-49",4,140
2002,3,1,"50-54",0,25
2002,3,1,"50-54",1,247
2002,3,1,"50-54",2,186
2002,3,1,"50-54",3,137
2002,3,1,"50-54",4,100
2002,3,1,"55-59",0,13
2002,3,1,"55-59",1,224
2002,3,1,"55-59",2,123
2002,3,1,"55-59",3,89
2002,3,1,"55-59",4,65
2002,3,1,"60-64",0,8
2002,3,1,"60-64",1,204
2002,3,1,"60-64",2,98
2002,3,1,"60-64",3,55
2002,3,1,"60-64",4,37
2002,3,1,"65-69",0,22
2002,3,1,"65-69",1,142
2002,3,1,"65-69",2,76
2002,3,1,"65-69",3,33
2002,3,1,"65-69",4,29
2002,3,1,"70-74",0,10
2002,3,1,"70-74",1,132
2002,3,1,"70-74",2,39
2002,3,1,"70-74",3,18
2002,3,1,"70-74",4,20
2002,3,2,"25-29",0,11
2002,3,2,"25-29",1,552
2002,3,2,"25-29",2,495
2002,3,2,"25-29",3,391
2002,3,2,"25-29",4,156
2002,3,2,"30-34",0,14
2002,3,2,"30-34",1,579
2002,3,2,"30-34",2,507
2002,3,2,"30-34",3,315
2002,3,2,"30-34",4,250
2002,3,2,"35-39",0,7
2002,3,2,"35-39",1,520
2002,3,2,"35-39",2,385
2002,3,2,"35-39",3,302
2002,3,2,"35-39",4,183
2002,3,2,"40-44",0,13
2002,3,2,"40-44",1,429
2002,3,2,"40-44",2,363
2002,3,2,"40-44",3,229
2002,3,2,"40-44",4,173
2002,3,2,"45-49",0,11
2002,3,2,"45-49",1,386
2002,3,2,"45-49",2,284
2002,3,2,"45-49",3,201
2002,3,2,"45-49",4,126
2002,3,2,"50-54",0,22
2002,3,2,"50-54",1,310
2002,3,2,"50-54",2,207
2002,3,2,"50-54",3,153
2002,3,2,"50-54",4,73
2002,3,2,"55-59",0,14
2002,3,2,"55-59",1,276
2002,3,2,"55-59",2,153
2002,3,2,"55-59",3,85
2002,3,2,"55-59",4,60
2002,3,2,"60-64",0,16
2002,3,2,"60-64",1,230
2002,3,2,"60-64",2,116
2002,3,2,"60-64",3,45
2002,3,2,"60-64",4,30
2002,3,2,"65-69",0,29
2002,3,2,"65-69",1,180
2002,3,2,"65-69",2,113
2002,3,2,"65-69",3,29
2002,3,2,"65-69",4,25
2002,3,2,"70-74",0,24
2002,3,2,"70-74",1,156
2002,3,2,"70-74",2,71
2002,3,2,"70-74",3,15
2002,3,2,"70-74",4,11
2003,3,1,"25-29",0,27
2003,3,1,"25-29",1,827
2003,3,1,"25-29",2,670
2003,3,1,"25-29",3,413
2003,3,1,"25-29",4,179
2003,3,1,"30-34",0,15
2003,3,1,"30-34",1,775
2003,3,1,"30-34",2,527
2003,3,1,"30-34",3,358
2003,3,1,"30-34",4,210
2003,3,1,"35-39",0,21
2003,3,1,"35-39",1,685
2003,3,1,"35-39",2,452
2003,3,1,"35-39",3,306
2003,3,1,"35-39",4,188
2003,3,1,"40-44",0,28
2003,3,1,"40-44",1,532
2003,3,1,"40-44",2,396
2003,3,1,"40-44",3,259
2003,3,1,"40-44",4,193
2003,3,1,"45-49",0,15
2003,3,1,"45-49",1,395
2003,3,1,"45-49",2,252
2003,3,1,"45-49",3,183
2003,3,1,"45-49",4,147
2003,3,1,"50-54",0,21
2003,3,1,"50-54",1,326
2003,3,1,"50-54",2,195
2003,3,1,"50-54",3,132
2003,3,1,"50-54",4,101
2003,3,1,"55-59",0,17
2003,3,1,"55-59",1,254
2003,3,1,"55-59",2,145
2003,3,1,"55-59",3,116
2003,3,1,"55-59",4,59
2003,3,1,"60-64",0,12
2003,3,1,"60-64",1,208
2003,3,1,"60-64",2,95
2003,3,1,"60-64",3,50
2003,3,1,"60-64",4,62
2003,3,1,"65-69",0,20
2003,3,1,"65-69",1,147
2003,3,1,"65-69",2,92
2003,3,1,"65-69",3,29
2003,3,1,"65-69",4,32
2003,3,1,"70-74",0,16
2003,3,1,"70-74",1,119
2003,3,1,"70-74",2,51
2003,3,1,"70-74",3,24
2003,3,1,"70-74",4,25
2003,3,2,"25-29",0,10
2003,3,2,"25-29",1,607
2003,3,2,"25-29",2,506
2003,3,2,"25-29",3,394
2003,3,2,"25-29",4,206
2003,3,2,"30-34",0,17
2003,3,2,"30-34",1,632
2003,3,2,"30-34",2,497
2003,3,2,"30-34",3,345
2003,3,2,"30-34",4,226
2003,3,2,"35-39",0,18
2003,3,2,"35-39",1,555
2003,3,2,"35-39",2,428
2003,3,2,"35-39",3,310
2003,3,2,"35-39",4,224
2003,3,2,"40-44",0,15
2003,3,2,"40-44",1,456
2003,3,2,"40-44",2,392
2003,3,2,"40-44",3,279
2003,3,2,"40-44",4,191
2003,3,2,"45-49",0,19
2003,3,2,"45-49",1,404
2003,3,2,"45-49",2,304
2003,3,2,"45-49",3,215
2003,3,2,"45-49",4,129
2003,3,2,"50-54",0,14
2003,3,2,"50-54",1,350
2003,3,2,"50-54",2,226
2003,3,2,"50-54",3,170
2003,3,2,"50-54",4,72
2003,3,2,"55-59",0,27
2003,3,2,"55-59",1,256
2003,3,2,"55-59",2,172
2003,3,2,"55-59",3,88
2003,3,2,"55-59",4,60
2003,3,2,"60-64",0,16
2003,3,2,"60-64",1,243
2003,3,2,"60-64",2,115
2003,3,2,"60-64",3,64
2003,3,2,"60-64",4,43
2003,3,2,"65-69",0,30
2003,3,2,"65-69",1,178
2003,3,2,"65-69",2,98
2003,3,2,"65-69",3,34
2003,3,2,"65-69",4,32
2003,3,2,"70-74",0,21
2003,3,2,"70-74",1,181
2003,3,2,"70-74",2,61
2003,3,2,"70-74",3,19
2003,3,2,"70-74",4,13
2004,3,1,"25-29",0,20
2004,3,1,"25-29",1,814
2004,3,1,"25-29",2,675
2004,3,1,"25-29",3,383
2004,3,1,"25-29",4,200
2004,3,1,"30-34",0,18
2004,3,1,"30-34",1,796
2004,3,1,"30-34",2,528
2004,3,1,"30-34",3,361
2004,3,1,"30-34",4,206
2004,3,1,"35-39",0,21
2004,3,1,"35-39",1,628
2004,3,1,"35-39",2,497
2004,3,1,"35-39",3,345
2004,3,1,"35-39",4,191
2004,3,1,"40-44",0,27
2004,3,1,"40-44",1,592
2004,3,1,"40-44",2,389
2004,3,1,"40-44",3,255
2004,3,1,"40-44",4,181
2004,3,1,"45-49",0,24
2004,3,1,"45-49",1,426
2004,3,1,"45-49",2,276
2004,3,1,"45-49",3,220
2004,3,1,"45-49",4,161
2004,3,1,"50-54",0,28
2004,3,1,"50-54",1,329
2004,3,1,"50-54",2,229
2004,3,1,"50-54",3,139
2004,3,1,"50-54",4,124
2004,3,1,"55-59",0,20
2004,3,1,"55-59",1,228
2004,3,1,"55-59",2,156
2004,3,1,"55-59",3,127
2004,3,1,"55-59",4,87
2004,3,1,"60-64",0,12
2004,3,1,"60-64",1,186
2004,3,1,"60-64",2,91
2004,3,1,"60-64",3,60
2004,3,1,"60-64",4,54
2004,3,1,"65-69",0,12
2004,3,1,"65-69",1,163
2004,3,1,"65-69",2,60
2004,3,1,"65-69",3,36
2004,3,1,"65-69",4,35
2004,3,1,"70-74",0,17
2004,3,1,"70-74",1,108
2004,3,1,"70-74",2,56
2004,3,1,"70-74",3,28
2004,3,1,"70-74",4,31
2004,3,2,"25-29",0,19
2004,3,2,"25-29",1,584
2004,3,2,"25-29",2,477
2004,3,2,"25-29",3,436
2004,3,2,"25-29",4,215
2004,3,2,"30-34",0,7
2004,3,2,"30-34",1,625
2004,3,2,"30-34",2,489
2004,3,2,"30-34",3,356
2004,3,2,"30-34",4,214
2004,3,2,"35-39",0,18
2004,3,2,"35-39",1,560
2004,3,2,"35-39",2,449
2004,3,2,"35-39",3,271
2004,3,2,"35-39",4,216
2004,3,2,"40-44",0,11
2004,3,2,"40-44",1,468
2004,3,2,"40-44",2,416
2004,3,2,"40-44",3,270
2004,3,2,"40-44",4,200
2004,3,2,"45-49",0,20
2004,3,2,"45-49",1,383
2004,3,2,"45-49",2,314
2004,3,2,"45-49",3,225
2004,3,2,"45-49",4,165
2004,3,2,"50-54",0,18
2004,3,2,"50-54",1,311
2004,3,2,"50-54",2,272
2004,3,2,"50-54",3,163
2004,3,2,"50-54",4,101
2004,3,2,"55-59",0,14
2004,3,2,"55-59",1,270
2004,3,2,"55-59",2,188
2004,3,2,"55-59",3,125
2004,3,2,"55-59",4,72
2004,3,2,"60-64",0,15
2004,3,2,"60-64",1,196
2004,3,2,"60-64",2,120
2004,3,2,"60-64",3,93
2004,3,2,"60-64",4,46
2004,3,2,"65-69",0,21
2004,3,2,"65-69",1,223
2004,3,2,"65-69",2,95
2004,3,2,"65-69",3,40
2004,3,2,"65-69",4,36
2004,3,2,"70-74",0,22
2004,3,2,"70-74",1,167
2004,3,2,"70-74",2,66
2004,3,2,"70-74",3,30
2004,3,2,"70-74",4,27
2005,3,1,"25-29",0,27
2005,3,1,"25-29",1,775
2005,3,1,"25-29",2,684
2005,3,1,"25-29",3,470
2005,3,1,"25-29",4,222
2005,3,1,"30-34",0,23
2005,3,1,"30-34",1,804
2005,3,1,"30-34",2,588
2005,3,1,"30-34",3,353
2005,3,1,"30-34",4,188
2005,3,1,"35-39",0,22
2005,3,1,"35-39",1,695
2005,3,1,"35-39",2,500
2005,3,1,"35-39",3,312
2005,3,1,"35-39",4,209
2005,3,1,"40-44",0,24
2005,3,1,"40-44",1,565
2005,3,1,"40-44",2,446
2005,3,1,"40-44",3,293
2005,3,1,"40-44",4,198
2005,3,1,"45-49",0,21
2005,3,1,"45-49",1,471
2005,3,1,"45-49",2,334
2005,3,1,"45-49",3,204
2005,3,1,"45-49",4,173
2005,3,1,"50-54",0,10
2005,3,1,"50-54",1,381
2005,3,1,"50-54",2,219
2005,3,1,"50-54",3,137
2005,3,1,"50-54",4,131
2005,3,1,"55-59",0,21
2005,3,1,"55-59",1,260
2005,3,1,"55-59",2,158
2005,3,1,"55-59",3,131
2005,3,1,"55-59",4,100
2005,3,1,"60-64",0,17
2005,3,1,"60-64",1,199
2005,3,1,"60-64",2,97
2005,3,1,"60-64",3,80
2005,3,1,"60-64",4,41
2005,3,1,"65-69",0,10
2005,3,1,"65-69",1,175
2005,3,1,"65-69",2,70
2005,3,1,"65-69",3,37
2005,3,1,"65-69",4,29
2005,3,1,"70-74",0,13
2005,3,1,"70-74",1,120
2005,3,1,"70-74",2,41
2005,3,1,"70-74",3,35
2005,3,1,"70-74",4,36
2005,3,2,"25-29",0,12
2005,3,2,"25-29",1,636
2005,3,2,"25-29",2,522
2005,3,2,"25-29",3,381
2005,3,2,"25-29",4,220
2005,3,2,"30-34",0,18
2005,3,2,"30-34",1,632
2005,3,2,"30-34",2,476
2005,3,2,"30-34",3,377
2005,3,2,"30-34",4,231
2005,3,2,"35-39",0,17
2005,3,2,"35-39",1,552
2005,3,2,"35-39",2,426
2005,3,2,"35-39",3,339
2005,3,2,"35-39",4,227
2005,3,2,"40-44",0,17
2005,3,2,"40-44",1,502
2005,3,2,"40-44",2,387
2005,3,2,"40-44",3,316
2005,3,2,"40-44",4,197
2005,3,2,"45-49",0,13
2005,3,2,"45-49",1,442
2005,3,2,"45-49",2,303
2005,3,2,"45-49",3,258
2005,3,2,"45-49",4,149
2005,3,2,"50-54",0,29
2005,3,2,"50-54",1,348
2005,3,2,"50-54",2,270
2005,3,2,"50-54",3,144
2005,3,2,"50-54",4,123
2005,3,2,"55-59",0,16
2005,3,2,"55-59",1,250
2005,3,2,"55-59",2,202
2005,3,2,"55-59",3,146
2005,3,2,"55-59",4,66
2005,3,2,"60-64",0,13
2005,3,2,"60-64",1,230
2005,3,2,"60-64",2,152
2005,3,2,"60-64",3,101
2005,3,2,"60-64",4,40
2005,3,2,"65-69",0,34
2005,3,2,"65-69",1,207
2005,3,2,"65-69",2,111
2005,3,2,"65-69",3,40
2005,3,2,"65-69",4,34
2005,3,2,"70-74",0,29
2005,3,2,"70-74",1,166
2005,3,2,"70-74",2,65
2005,3,2,"70-74",3,35
2005,3,2,"70-74",4,25
2006,3,1,"25-29",0,26
2006,3,1,"25-29",1,871
2006,3,1,"25-29",2,734
2006,3,1,"25-29",3,489
2006,3,1,"25-29",4,156
2006,3,1,"30-34",0,23
2006,3,1,"30-34",1,755
2006,3,1,"30-34",2,626
2006,3,1,"30-34",3,355
2006,3,1,"30-34",4,244
2006,3,1,"35-39",0,39
2006,3,1,"35-39",1,745
2006,3,1,"35-39",2,524
2006,3,1,"35-39",3,271
2006,3,1,"35-39",4,215
2006,3,1,"40-44",0,31
2006,3,1,"40-44",1,572
2006,3,1,"40-44",2,500
2006,3,1,"40-44",3,277
2006,3,1,"40-44",4,215
2006,3,1,"45-49",0,31
2006,3,1,"45-49",1,462
2006,3,1,"45-49",2,332
2006,3,1,"45-49",3,232
2006,3,1,"45-49",4,181
2006,3,1,"50-54",0,30
2006,3,1,"50-54",1,374
2006,3,1,"50-54",2,268
2006,3,1,"50-54",3,181
2006,3,1,"50-54",4,122
2006,3,1,"55-59",0,16
2006,3,1,"55-59",1,261
2006,3,1,"55-59",2,185
2006,3,1,"55-59",3,110
2006,3,1,"55-59",4,131
2006,3,1,"60-64",0,12
2006,3,1,"60-64",1,196
2006,3,1,"60-64",2,113
2006,3,1,"60-64",3,89
2006,3,1,"60-64",4,63
2006,3,1,"65-69",0,20
2006,3,1,"65-69",1,159
2006,3,1,"65-69",2,103
2006,3,1,"65-69",3,42
2006,3,1,"65-69",4,34
2006,3,1,"70-74",0,9
2006,3,1,"70-74",1,116
2006,3,1,"70-74",2,46
2006,3,1,"70-74",3,37
2006,3,1,"70-74",4,34
2006,3,2,"25-29",0,9
2006,3,2,"25-29",1,594
2006,3,2,"25-29",2,556
2006,3,2,"25-29",3,420
2006,3,2,"25-29",4,232
2006,3,2,"30-34",0,24
2006,3,2,"30-34",1,574
2006,3,2,"30-34",2,532
2006,3,2,"30-34",3,387
2006,3,2,"30-34",4,246
2006,3,2,"35-39",0,13
2006,3,2,"35-39",1,550
2006,3,2,"35-39",2,453
2006,3,2,"35-39",3,347
2006,3,2,"35-39",4,253
2006,3,2,"40-44",0,17
2006,3,2,"40-44",1,534
2006,3,2,"40-44",2,426
2006,3,2,"40-44",3,276
2006,3,2,"40-44",4,209
2006,3,2,"45-49",0,14
2006,3,2,"45-49",1,447
2006,3,2,"45-49",2,331
2006,3,2,"45-49",3,266
2006,3,2,"45-49",4,166
2006,3,2,"50-54",0,15
2006,3,2,"50-54",1,392
2006,3,2,"50-54",2,235
2006,3,2,"50-54",3,190
2006,3,2,"50-54",4,127
2006,3,2,"55-59",0,26
2006,3,2,"55-59",1,261
2006,3,2,"55-59",2,193
2006,3,2,"55-59",3,161
2006,3,2,"55-59",4,99
2006,3,2,"60-64",0,27
2006,3,2,"60-64",1,232
2006,3,2,"60-64",2,167
2006,3,2,"60-64",3,86
2006,3,2,"60-64",4,38
2006,3,2,"65-69",0,14
2006,3,2,"65-69",1,211
2006,3,2,"65-69",2,105
2006,3,2,"65-69",3,40
2006,3,2,"65-69",4,38
2006,3,2,"70-74",0,19
2006,3,2,"70-74",1,204
2006,3,2,"70-74",2,75
2006,3,2,"70-74",3,34
2006,3,2,"70-74",4,23
2007,3,1,"25-29",0,35
2007,3,1,"25-29",1,892
2007,3,1,"25-29",2,759
2007,3,1,"25-29",3,462
2007,3,1,"25-29",4,202
2007,3,1,"30-34",0,20
2007,3,1,"30-34",1,815
2007,3,1,"30-34",2,667
2007,3,1,"30-34",3,355
2007,3,1,"30-34",4,222
2007,3,1,"35-39",0,11
2007,3,1,"35-39",1,809
2007,3,1,"35-39",2,551
2007,3,1,"35-39",3,312
2007,3,1,"35-39",4,236
2007,3,1,"40-44",0,14
2007,3,1,"40-44",1,639
2007,3,1,"40-44",2,412
2007,3,1,"40-44",3,315
2007,3,1,"40-44",4,240
2007,3,1,"45-49",0,19
2007,3,1,"45-49",1,470
2007,3,1,"45-49",2,358
2007,3,1,"45-49",3,258
2007,3,1,"45-49",4,166
2007,3,1,"50-54",0,25
2007,3,1,"50-54",1,357
2007,3,1,"50-54",2,320
2007,3,1,"50-54",3,237
2007,3,1,"50-54",4,132
2007,3,1,"55-59",0,23
2007,3,1,"55-59",1,323
2007,3,1,"55-59",2,177
2007,3,1,"55-59",3,107
2007,3,1,"55-59",4,114
2007,3,1,"60-64",0,10
2007,3,1,"60-64",1,222
2007,3,1,"60-64",2,126
2007,3,1,"60-64",3,97
2007,3,1,"60-64",4,66
2007,3,1,"65-69",0,13
2007,3,1,"65-69",1,172
2007,3,1,"65-69",2,77
2007,3,1,"65-69",3,45
2007,3,1,"65-69",4,45
2007,3,1,"70-74",0,21
2007,3,1,"70-74",1,130
2007,3,1,"70-74",2,43
2007,3,1,"70-74",3,43
2007,3,1,"70-74",4,29
2007,3,2,"25-29",0,12
2007,3,2,"25-29",1,533
2007,3,2,"25-29",2,550
2007,3,2,"25-29",3,477
2007,3,2,"25-29",4,286
2007,3,2,"30-34",0,8
2007,3,2,"30-34",1,636
2007,3,2,"30-34",2,509
2007,3,2,"30-34",3,368
2007,3,2,"30-34",4,296
2007,3,2,"35-39",0,9
2007,3,2,"35-39",1,555
2007,3,2,"35-39",2,475
2007,3,2,"35-39",3,376
2007,3,2,"35-39",4,269
2007,3,2,"40-44",0,8
2007,3,2,"40-44",1,482
2007,3,2,"40-44",2,453
2007,3,2,"40-44",3,342
2007,3,2,"40-44",4,226
2007,3,2,"45-49",0,17
2007,3,2,"45-49",1,419
2007,3,2,"45-49",2,398
2007,3,2,"45-49",3,263
2007,3,2,"45-49",4,188
2007,3,2,"50-54",0,12
2007,3,2,"50-54",1,357
2007,3,2,"50-54",2,316
2007,3,2,"50-54",3,210
2007,3,2,"50-54",4,125
2007,3,2,"55-59",0,22
2007,3,2,"55-59",1,320
2007,3,2,"55-59",2,198
2007,3,2,"55-59",3,150
2007,3,2,"55-59",4,81
2007,3,2,"60-64",0,13
2007,3,2,"60-64",1,251
2007,3,2,"60-64",2,163
2007,3,2,"60-64",3,115
2007,3,2,"60-64",4,61
2007,3,2,"65-69",0,19
2007,3,2,"65-69",1,242
2007,3,2,"65-69",2,115
2007,3,2,"65-69",3,64
2007,3,2,"65-69",4,41
2007,3,2,"70-74",0,11
2007,3,2,"70-74",1,196
2007,3,2,"70-74",2,80
2007,3,2,"70-74",3,36
2007,3,2,"70-74",4,22
2008,3,1,"25-29",0,11
2008,3,1,"25-29",1,818
2008,3,1,"25-29",2,841
2008,3,1,"25-29",3,502
2008,3,1,"25-29",4,240
2008,3,1,"30-34",0,13
2008,3,1,"30-34",1,768
2008,3,1,"30-34",2,653
2008,3,1,"30-34",3,362
2008,3,1,"30-34",4,234
2008,3,1,"35-39",0,15
2008,3,1,"35-39",1,706
2008,3,1,"35-39",2,594
2008,3,1,"35-39",3,351
2008,3,1,"35-39",4,256
2008,3,1,"40-44",0,27
2008,3,1,"40-44",1,676
2008,3,1,"40-44",2,511
2008,3,1,"40-44",3,268
2008,3,1,"40-44",4,233
2008,3,1,"45-49",0,20
2008,3,1,"45-49",1,499
2008,3,1,"45-49",2,431
2008,3,1,"45-49",3,262
2008,3,1,"45-49",4,197
2008,3,1,"50-54",0,39
2008,3,1,"50-54",1,380
2008,3,1,"50-54",2,312
2008,3,1,"50-54",3,198
2008,3,1,"50-54",4,140
2008,3,1,"55-59",0,11
2008,3,1,"55-59",1,303
2008,3,1,"55-59",2,201
2008,3,1,"55-59",3,154
2008,3,1,"55-59",4,121
2008,3,1,"60-64",0,7
2008,3,1,"60-64",1,211
2008,3,1,"60-64",2,159
2008,3,1,"60-64",3,90
2008,3,1,"60-64",4,89
2008,3,1,"65-69",0,9
2008,3,1,"65-69",1,157
2008,3,1,"65-69",2,95
2008,3,1,"65-69",3,58
2008,3,1,"65-69",4,59
2008,3,1,"70-74",0,13
2008,3,1,"70-74",1,160
2008,3,1,"70-74",2,50
2008,3,1,"70-74",3,37
2008,3,1,"70-74",4,28
2008,3,2,"25-29",0,7
2008,3,2,"25-29",1,516
2008,3,2,"25-29",2,548
2008,3,2,"25-29",3,503
2008,3,2,"25-29",4,288
2008,3,2,"30-34",0,16
2008,3,2,"30-34",1,547
2008,3,2,"30-34",2,549
2008,3,2,"30-34",3,395
2008,3,2,"30-34",4,324
2008,3,2,"35-39",0,9
2008,3,2,"35-39",1,597
2008,3,2,"35-39",2,486
2008,3,2,"35-39",3,374
2008,3,2,"35-39",4,260
2008,3,2,"40-44",0,11
2008,3,2,"40-44",1,493
2008,3,2,"40-44",2,457
2008,3,2,"40-44",3,333
2008,3,2,"40-44",4,247
2008,3,2,"45-49",0,22
2008,3,2,"45-49",1,443
2008,3,2,"45-49",2,370
2008,3,2,"45-49",3,282
2008,3,2,"45-49",4,220
2008,3,2,"50-54",0,14
2008,3,2,"50-54",1,393
2008,3,2,"50-54",2,304
2008,3,2,"50-54",3,240
2008,3,2,"50-54",4,123
2008,3,2,"55-59",0,12
2008,3,2,"55-59",1,319
2008,3,2,"55-59",2,215
2008,3,2,"55-59",3,173
2008,3,2,"55-59",4,104
2008,3,2,"60-64",0,18
2008,3,2,"60-64",1,239
2008,3,2,"60-64",2,198
2008,3,2,"60-64",3,112
2008,3,2,"60-64",4,60
2008,3,2,"65-69",0,17
2008,3,2,"65-69",1,229
2008,3,2,"65-69",2,151
2008,3,2,"65-69",3,70
2008,3,2,"65-69",4,45
2008,3,2,"70-74",0,24
2008,3,2,"70-74",1,190
2008,3,2,"70-74",2,90
2008,3,2,"70-74",3,34
2008,3,2,"70-74",4,17
2009,3,1,"25-29",0,5
2009,3,1,"25-29",1,812
2009,3,1,"25-29",2,858
2009,3,1,"25-29",3,475
2009,3,1,"25-29",4,266
2009,3,1,"30-34",0,30
2009,3,1,"30-34",1,791
2009,3,1,"30-34",2,636
2009,3,1,"30-34",3,364
2009,3,1,"30-34",4,206
2009,3,1,"35-39",0,14
2009,3,1,"35-39",1,777
2009,3,1,"35-39",2,567
2009,3,1,"35-39",3,381
2009,3,1,"35-39",4,270
2009,3,1,"40-44",0,26
2009,3,1,"40-44",1,609
2009,3,1,"40-44",2,518
2009,3,1,"40-44",3,318
2009,3,1,"40-44",4,229
2009,3,1,"45-49",0,19
2009,3,1,"45-49",1,528
2009,3,1,"45-49",2,441
2009,3,1,"45-49",3,256
2009,3,1,"45-49",4,198
2009,3,1,"50-54",0,33
2009,3,1,"50-54",1,437
2009,3,1,"50-54",2,324
2009,3,1,"50-54",3,232
2009,3,1,"50-54",4,139
2009,3,1,"55-59",0,17
2009,3,1,"55-59",1,325
2009,3,1,"55-59",2,206
2009,3,1,"55-59",3,165
2009,3,1,"55-59",4,136
2009,3,1,"60-64",0,9
2009,3,1,"60-64",1,247
2009,3,1,"60-64",2,148
2009,3,1,"60-64",3,96
2009,3,1,"60-64",4,81
2009,3,1,"65-69",0,15
2009,3,1,"65-69",1,174
2009,3,1,"65-69",2,131
2009,3,1,"65-69",3,52
2009,3,1,"65-69",4,62
2009,3,1,"70-74",0,10
2009,3,1,"70-74",1,130
2009,3,1,"70-74",2,70
2009,3,1,"70-74",3,35
2009,3,1,"70-74",4,34
2009,3,2,"25-29",0,9
2009,3,2,"25-29",1,499
2009,3,2,"25-29",2,610
2009,3,2,"25-29",3,474
2009,3,2,"25-29",4,254
2009,3,2,"30-34",0,14
2009,3,2,"30-34",1,581
2009,3,2,"30-34",2,519
2009,3,2,"30-34",3,406
2009,3,2,"30-34",4,321
2009,3,2,"35-39",0,12
